id,izhodisce,cas,zahtevnost,pot,visinaizhodisca,visinskarazlika 
111202,Dom Pristava v Javorniškem Rovtu,60,lahka označena pot,,975,321
111236,Ljubelj,2400,lahka označena pot,,1058,230
111525,Smrečje,90,lahka označena pot,po cesti,854,426
1112307,Kisla voda,1800,lahka neoznačena steza,,1140,136
1111263,Rezman,2700,lahka označena pot,,1000,275
111742,Dom na Paškem Kozjaku,120,lahka označena pot,Paški Kozjak,960,312
111742,Vitanje,150,lahka označena pot,Paški Kozjak,452,820
111742,Bio kmetija Magu,60,lahka označena pot,Paški Kozjak,1050,222
1112793,Podrožca / Rosenbach,120,lahka označena pot,mimo izvira Hladne vode,560,711
1112793,Tale / Tallach,135,lahka označena pot,mimo izvira Hladne vode,540,731
1112793,Podrožca / Rosenbach,150,lahka označena pot,skozi Medji dol,630,641
111152,Poljana (Završnica),135,lahka označena pot,po cesti,640,630
111152,Poljana (Završnica),110,lahka označena pot,mimo Valvasorjevega doma,640,630
111152,Koroška Bela,120,lahka neoznačena steza,čez Spodnje rovte,600,670
111152,Koroška Bela (RC Kres),120,delno zahtevna neoznačena pot,lovska pot čez skalo,630,640
1112130,Bezgovca,90,lahko brezpotje,,832,436
1111007,Planina pod Golico,60,lahka označena pot,,980,270
1112464,Pri Žagi (Javorniški Rovt),60,lahka neoznačena steza,,885,356
111614,Kisla voda,1500,lahka označena pot,po cesti,1140,92
1112955,Koprivna (Kos),480,lahka označena pot,,1225,5
1112893,Dom na Paškem Kozjaku,90,lahka označena pot,,960,267
1111552,Tinčkova koča,80,lahka označena pot,,1070,155
1111552,Razpotje Vragovec,1200,lahka neoznačena steza,,1125,100
1113051,Dom v Dragi,100,"lahka označena pot, lahka neoznačena steza",pri Poljški planini,689,536
1113051,Završnica (Pri žagi),85,lahka neoznačena steza,pri Poljški planini) (čez preval Kališča,890,335
1112697,Pod Peco / Koprein-Petzen,2700,lahka označena pot,,1280,-60
1112698,Planinski dom na kmetiji Kumer,900,lahka označena pot,,1220,-2
1112698,Pod Peco / Koprein-Petzen,60,lahka označena pot,,1280,-62
1112563,Razpotje Vragovec,600,lahka neoznačena steza,,1125,85
1113265,Medvodje,90,lahka neoznačena steza,ob Tržiški Bistrici,854,348
1113265,Medvodje,85,lahka neoznačena steza,ob Košutniku,854,348
111381,Valvasorjev dom pod Stolom,1200,lahka označena pot,,1181,19
111381,Tinčkova koča,100,lahka označena pot,,1070,130
111504,Brinje,2400,lahka neoznačena steza,,1040,160
111504,Dovje,90,lahka neoznačena steza,mimo Sedučnika,660,540
111504,Dovje,90,lahka neoznačena steza,po cesti,755,445
1112918,Mežica,120,lahka neoznačena steza,čez preval Vrh šteng,495,704
1112918,Koča na Pikovem,65,lahka neoznačena steza,,992,207
1112918,Mežica,125,lahka neoznačena steza,mimo domačije Jesenik,495,704
1112918,Šumahovo sedlo,105,lahka neoznačena steza,čez Veliki in Pikov vrh,1065,134
1112903,Prevalje,180,lahka neoznačena steza,nad Prevaljami,409,784
1112903,Leše,160,lahka neoznačena steza,nad Prevaljami) (skozi Kot pri Prevaljah,537,656
1112433,Planina pod Golico,1800,lahka označena pot,Plezališče pod Golico) (mimo Fenca,980,212
1112897,Dom na Paškem Kozjaku,60,lahka označena pot,,960,222
111382,Poljana (Završnica),80,lahka označena pot,skozi gozd,640,541
111382,Poljana (Završnica),105,lahka označena pot,po cesti,640,541
111382,Koroška bela (Jesenice),90,lahka označena pot,,600,581
111382,Tinčkova koča,120,lahka označena pot,,1070,111
111194,Dom v Dragi,90,lahka označena pot,,689,491
111194,Begunje,165,lahka označena pot,mimo svetega Petra,585,595
111194,Tinčkova koča,60,delno zahtevna označena pot,,1015,165
111194,Na jezercih,2400,lahka neoznačena steza,,950,230
111194,Ljubelj,165,delno zahtevna neoznačena pot,Bornova pot,1058,122
111194,Begunje (Krpin),125,lahka neoznačena steza,skozi sotesko Blatnice,585,595
111194,Podljubelj (Lajb),165,lahka označena pot,,770,410
111194,Završnica (Pri žagi),80,lahka neoznačena steza,čez preval Kališča,890,290
1112921,Mežica,160,lahka neoznačena steza,nad Mežiško dolino) (čez Pikov vrh,495,670
1112921,Koča na Pikovem,70,lahka neoznačena steza,nad Mežiško dolino) (čez Pikov vrh,992,173
1112921,Črna na Koroškem (Mušenik),105,lahka neoznačena steza,nad Mežiško dolino) (čez Šumahovo sedlo,564,601
1112921,Šumahovo sedlo,900,lahka neoznačena steza,nad Mežiško dolino,1065,100
1112921,Črna na Koroškem (Mušenik),145,lahka neoznačena steza,nad Mežiško dolino) (mimo Koče na Pikovem,564,601
1113221,Smrečje,65,lahka označena pot,,854,306
1111232,Dom Pristava v Javorniškem Rovtu,105,lahka označena pot,,975,181
1111232,Planina pod Golico,2700,lahka označena pot,,980,176
1111232,Murova (Jesenice),105,lahka neoznačena steza,čez Pejce,590,566
1112922,Koča na Pikovem,95,lahka neoznačena steza,čez Pikov in Veliki vrh,992,163
1112922,Mežica,185,lahka neoznačena steza,čez Pikov in Veliki vrh,495,660
1112922,Črna na Koroškem (Mušenik),105,lahka neoznačena steza,čez Šumahovo sedlo,564,591
1112922,Šumahovo sedlo,900,lahka neoznačena steza,,1065,90
1112920,Koča na Pikovem,1800,lahka neoznačena steza,,992,157
1112920,Mežica,120,lahka neoznačena steza,mimo domačije Jesenik,495,654
1112920,Črna na Koroškem (Mušenik),105,lahka neoznačena steza,mimo Koče na Pikovem,564,585
1112920,Šumahovo sedlo,3300,lahka neoznačena steza,čez Veliki vrh,1065,84
1112920,Črna na Koroškem (Mušenik),145,lahka neoznačena steza,čez Šumahovo sedlo,564,585
111303,Rateče,60,lahka označena pot,po cesti,865,280
111303,Rateče,3300,lahka označena pot,pešpot,865,280
1111265,Pri Žagi (Javorniški Rovt),60,lahka neoznačena steza,,885,260
1111265,Koroška Bela (RC Kres),90,delno zahtevna neoznačena pot,direktna čez greben,630,515
1111265,Koroška Bela (RC Kres),80,lahka neoznačena steza,lovska pot,630,515
1111931,Solčava,60,zahtevna neoznačena steza,Huda) zijalka (mimo Solčavske tise,650,490
1111150,Dom v Dragi,75,lahka označena pot,,689,447
1111150,Ljubelj,150,delno zahtevna neoznačena pot,Bornova pot,1058,78
1111150,Podljubelj (Lajb),150,lahka označena pot,,770,366
1111264,Pri Žagi (Javorniški Rovt),1800,lahka neoznačena steza,Bavha,885,246
1113272,Dovje,65,lahka označena pot,,760,365
1111179,Zgornje Jezersko,2700,delno zahtevna označena pot,,880,244
111613,Panoramska cesta (Kisla voda),180,lahka označena pot,,1140,-25
1111810,Podljubelj,80,lahka označena pot,,658,454
1111810,Dolina,60,lahka označena pot,,731,381
1111810,Tržič,160,lahka označena pot,čez Kamnek,530,582
1111810,Podljubelj,95,lahka neoznačena steza,čez Javorje,658,454
1111810,Tržič (Čegelše),120,lahka označena pot,,580,532
111741,Dom na Paškem Kozjaku,1800,lahka označena pot,Paški Kozjak,960,148
1112437,Dovje,60,lahka označena pot,Planina Mlinca) (pešpot,755,350
1112437,Dovje,70,lahka neoznačena steza,Planina Mlinca) (po cesti,755,350
1111247,Jesenice (Ukova),80,delno zahtevna označena pot,mimo Kalvarije,600,496
1111247,Straža (Jesenice),75,lahka neoznačena steza,čez Kozjek - vzhodna pot,560,536
1111247,Straža (Jesenice),95,delno zahtevna neoznačena pot,čez Kozjek,560,536
1111247,Jesenice (Ukova),80,lahka neoznačena steza,skozi Dole,600,496
1111247,Tomšičeva  cesta (Jesenice),75,delno zahtevna neoznačena pot,mimo Šporna,600,496
1111828,Beli Potok pri Frankolovem,105,lahka označena pot,,435,656
1111828,Vitanje,110,lahka označena pot,,452,639
1111828,Vitanje,110,lahka neoznačena steza,po dolini potoka Jez,452,639
1113273,Dovje,60,lahka neoznačena steza,zahodna pot,760,331
1111620,Globoka dolina,600,lahka označena pot,,1050,40
111827,Bele Vode (Sveti Andrej),75,lahka označena pot,,785,301
111827,Potok Slanica,75,lahka označena pot,,800,286
111827,Črna na Koroškem,150,lahka označena pot,po cesti,574,512
111827,Zavodnje,90,lahka označena pot,,638,448
1112783,Žerjav,105,lahka neoznačena steza,,536,540
1111415,Poljana,60,lahka neoznačena steza,strma pot,620,455
1111415,Poljana,75,lahka neoznačena steza,,620,455
1112368,Andrejev dom na Slemenu,600,lahka označena pot,,1086,-11
1111141,Ciganija,90,lahka označena pot,,1100,-28
1111141,Žerjav,90,lahka označena pot,,580,492
1111141,Ivarčko jezero,105,lahka označena pot,,663,409
1111141,Prevalje,190,lahka označena pot,mimo Godca,409,663
1111141,Mežica,225,lahka označena pot,mimo sv. Lenarta,495,577
1111141,Prevalje,175,lahka označena pot,po cesti,409,663
1111141,Leše,170,lahka neoznačena steza,skozi Kot pri Prevaljah in mimo Suške bajte,537,535
1111141,Leše,160,lahka označena pot,skozi Kot pri Prevaljah,537,535
1112896,Dom na Paškem Kozjaku,900,lahka označena pot,,960,103
1113130,Koprivna (Šumel),3000,lahka neoznačena steza,,786,276
1113605,Vitanje,100,lahka označena pot,Stenica,452,603
1113605,Vitanje,100,lahka neoznačena steza,Stenica) (po dolini potoka Jez,452,603
111498,Potoki,60,lahka označena pot,,600,446
111498,Na Sušeh,900,zahtevna označena pot,plezalna pot,1085,-39
111498,Valvasorjev dom pod Stolom,2700,lahka označena pot,lahka pot,1181,-135
111498,Na Sušeh,1200,lahka označena pot,lahka pot,1085,-39
111498,Koroška Bela,90,lahka označena pot,,600,446
111498,Koroška Bela,90,zahtevna označena pot,plezalna pot,600,446
111498,Valvasorjev dom pod Stolom,2400,zahtevna označena pot,plezalna pot,1181,-135
1111214,Smrečje,3300,lahka označena pot,,854,186
1112779,Mežica,165,lahka označena pot,,495,539
1112779,Leše,180,lahka označena pot,mimo Leških cerkva,530,504
1112779,Leše,120,lahka neoznačena steza,skozi Kot pri Prevaljah,537,497
1112719,Ljubelj,420,lahka označena pot,Ljubelj,1058,-26
1112719,Spominski park taborišča Mauthausen Ljubelj,1200,lahka neoznačena steza,Ljubelj,930,102
1112816,MHE Zali potok,2400,lahka neoznačena steza,,799,233
1112472,Ukova (Jesenice),80,lahka neoznačena steza,čez Pekovo plan'co,600,425
1112472,Murova,70,lahka neoznačena steza,,590,435
111883,Slovenske Konjice,135,lahka označena pot,mimo gradu,333,679
111883,Kamna gora,60,lahka označena pot,,700,312
111883,Slovenske Konjice,105,lahka označena pot,Zmajčkova pot,333,679
111883,Črešnjice,60,lahka označena pot,,512,500
111883,Čretvež,85,lahka označena pot,mimo lovske koče Štepih,561,451
111883,Čretvež,95,lahka označena pot,čez Grofov štant,561,451
111883,Žička kartuzija,150,lahka označena pot,čez Krniški rob,410,602
111883,Žička kartuzija,195,lahka označena pot,čez Skalo in Krniški rob,410,602
1112892,Paka pri Velenju,120,lahko brezpotje,Brezejec,445,560
111395,Dom Trilobit,900,lahka označena pot,,939,61
1111448,Beli potok pri Frankolovem,80,delno zahtevna neoznačena pot,Kislica,440,554
1111448,Socka,135,lahka označena pot,Kislica,322,672
1111502,Podpeca (Helenski potok),75,lahka označena pot,,625,367
1111502,Črna na Koroškem (Mušenik),75,lahka označena pot,,564,428
1111502,Mežica,120,lahka označena pot,mimo domačije Jesenik,495,497
1111502,Mežica,120,lahka označena pot,stara pot,495,497
1111502,Mežica,135,lahka označena pot,čez preval Vrh šteng,495,497
1111502,Šumahovo sedlo,75,lahka neoznačena steza,čez Veliki in Pikov vrh,1065,-73
1111502,Podpeca (Mitnek),1200,lahka označena pot,,880,112
1111502,Črna na Koroškem (Mušenik),100,lahka neoznačena steza,čez Igrčevo,564,428
1112878,Paka pri Velenju,105,lahka označena pot,,445,546
1112878,Dom na Paškem Kozjaku,1200,lahka označena pot,,960,31
111543,Zgornje Poljčane,105,lahka označena pot,čez Babo,360,618
111543,Zgornje Poljčane,95,lahka označena pot,čez Balunjačo,360,618
111543,Zgornje Poljčane,105,zelo zahtevna označena pot,mimo Doma na Boču in po plezalni poti,360,618
111543,Zgornji Gabernik,210,lahka označena pot,čez Galke in Balunjačo - krožna pot,301,677
111543,Studenice,120,lahka označena pot,po cesti,260,718
111543,Zgornje Poljčane,110,lahka označena pot,po cesti in Senčni poti,360,618
111543,Zgornja Kostrivnica,120,lahka označena pot,mimo Koče Velikonočnice,297,681
111543,Zgornje Poljčane,135,lahka označena pot,po cesti,270,708
111543,Zgornja Kostrivnica,120,lahka označena pot,,297,681
111543,Makole,210,lahka označena pot,senčna pot,255,723
111543,Makole,225,lahka označena pot,čez Balunjačo,255,723
1111177,Koroška Bela,100,lahka označena pot,Gajškova pot,630,345
1111177,Jesenice (Ukova),120,delno zahtevna označena pot,čez Jelenkamen,600,375
1111747,Vinska Gora,120,lahka označena pot,lahka pot,450,520
1111747,Dom Lovsko športnega društva Vinska Gora,60,lahka označena pot,,650,320
1111747,Vinska Gora,120,lahka označena pot,mimo kmetije Vodošek,450,520
1111747,Vinska Gora,120,izjemno zahtevna označena pot,plezalna pot,450,520
1111978,Tržič,105,lahka označena pot,čez Kamnek,530,438
1111978,Podljubelj,80,lahka neoznačena steza,,658,310
1111978,Tržič,100,lahka označena pot,pod Kamnekom,530,438
1111978,Tržič,100,lahka neoznačena steza,Milanova pot,530,438
1111978,Tržič (Čegelše),80,lahka neoznačena steza,,580,388
1113351,Zgornje Jezersko,900,lahka neoznačena steza,Jezersko,897,64
111740,Kozjak,60,lahka označena pot,po cesti,900,60
1111938,Kranjska Gora,1800,lahka neoznačena steza,,799,156
1111746,Vinska Gora,90,lahka označena pot,lahka pot,450,487
1111746,Vinska Gora,90,izjemno zahtevna označena pot,plezalna pot,450,487
1112881,Škalske Cirkovce,2700,lahka neoznačena steza,,615,308
1113266,Gozd Martuljek,120,zelo zahtevna označena pot,Ferata Hvadnik,747,173
1112535,Plavški Rovt,1800,lahko brezpotje,,890,20
1112778,Mežica,75,lahka neoznačena steza,po kolovozu,495,402
1112778,Mežica,80,lahka neoznačena steza,mimo kapelice,495,402
1112778,Poljana,115,lahka neoznačena steza,čez Volinjak in mimo kapelice,447,450
1112778,Leše,90,lahka neoznačena steza,mimo Leških cerkva in po kolovozu,530,367
1112778,Leše,95,lahka neoznačena steza,mimo Leških cerkva in mimo kapelice,530,367
1112778,Poljana,115,lahka neoznačena steza,mimo Leških cerkva in mimo kapelice,447,450
1112778,Poljana,110,lahka neoznačena steza,mimo Leških cerkva in po kolovozu,447,450
1112778,Poljana,110,lahka neoznačena steza,čez Volinjak in po kolovozu,447,450
1113411,Gozd Martuljek,70,izjemno zahtevna označena pot,Ferata Jerm'n,747,143
1112767,Leše,65,lahka označena pot,mimo Praparja,530,356
1112767,Mežica,70,lahka označena pot,,495,391
1112767,Poljana,75,lahka označena pot,mimo Stovčnika,447,439
1112767,Leše,65,lahka označena pot,mimo Hermanka,530,356
1112767,Poljana,85,lahka označena pot,mimo Leških cerkva in Praparja,447,439
1112767,Poljana,85,lahka označena pot,mimo Leških cerkva in Hermanka,447,439
111837,Rudijev dom na Donački gori,2700,lahka označena pot,,590,294
111837,Sveti Jurij,120,zahtevna označena pot,vzhodna pot,320,564
111837,Prelaz Vrhe,95,zahtevna označena pot,,426,458
111837,Sveti Jurij,90,zahtevna označena pot,stara južna pot,320,564
111837,Sveti Jurij,95,lahka označena pot,zahodna pot,320,564
111837,Žetale,155,zahtevna označena pot,,326,558
111837,Stoperce,125,lahka označena pot,,294,590
111837,Brzika,105,lahka označena pot,,380,504
111837,Rudijev dom na Donački gori,95,zahtevna označena pot,težja pot,590,294
111837,Stoperce,175,zahtevna označena pot,težja pot,294,590
111837,Brzika,155,zahtevna označena pot,težja pot,380,504
1113552,Žetale,135,zahtevna označena pot,vzhodni vrh,326,557
1113552,Brzika,135,zahtevna označena pot,vzhodni vrh) (težja pot,380,503
1113552,Rudijev dom na Donački gori,65,delno zahtevna označena pot,vzhodni vrh) (po grebenu,590,293
1113552,Rudijev dom na Donački gori,75,zahtevna označena pot,vzhodni vrh) (težja pot,590,293
1113552,Stoperce,155,zahtevna označena pot,vzhodni vrh) (težja pot,294,589
1113552,Sveti Jurij,115,delno zahtevna označena pot,vzhodni vrh) (zahodna pot,320,563
1113552,Stoperce,145,delno zahtevna označena pot,vzhodni vrh) (po grebenu,294,589
1113552,Brzika,125,delno zahtevna označena pot,vzhodni vrh) (po grebenu,380,503
1113552,Prelaz Vrhe,75,zahtevna označena pot,vzhodni vrh,426,457
1113552,Sveti Jurij,100,zahtevna označena pot,vzhodni vrh) (vzhodna pot,320,563
1111654,Mislinja,95,lahka označena pot,čez Črepič,598,283
1111654,Mislinja,120,lahka označena pot,čez Završe,598,283
1111118,Tržič,60,lahka označena pot,Radetzky-jeva pot,530,343
1111118,Tržič,65,lahka neoznačena steza,Milanova pot,530,343
1111118,Tržič (Slap),3300,lahka označena pot,čez Ride,540,333
1111118,Tržič,65,delno zahtevna označena pot,po Seili,530,343
1111118,Tržič (Slap),60,lahka neoznačena steza,čez Dobrivc,540,333
1111118,Tržič (Slap),3300,delno zahtevna označena pot,po Seili,540,333
1112093,Medvodje,600,lahka označena pot,,854,18
1113259,Jelendol (graščina Puterhof),1500,lahka neoznačena steza,,762,103
1112644,Koroška Bela (RC Kres),1800,lahko brezpotje,,630,220
1111407,Koroška Bela,2400,lahka neoznačena steza,,600,246
1111414,Poljana (Završnica),2400,lahka neoznačena steza,,640,195
1111631,Čretvež,60,lahka označena pot,,561,264
1111653,Mislinja,75,lahka označena pot,,598,223
1113256,Jelendol (graščina Puterhof),720,lahka neoznačena steza,,762,58
1111655,Mislinja,85,lahka označena pot,Završe,598,217
1111656,Mislinja,70,lahka označena pot,Završe,598,210
1113255,Jelendol (graščina Puterhof),480,lahka neoznačena steza,Jelendol,762,45
1111749,Prelska,80,lahka označena pot,,395,411
1111749,Dom Lovsko športnega društva Vinska Gora,2400,lahka označena pot,,650,156
111591,Sveti Rok (Sele),2700,lahka označena pot,,582,223
111591,Slovenj Gradec,140,lahka označena pot,,413,392
111591,Rimski Vrelec,90,lahka označena pot,,475,330
111591,Stari trg,130,lahka neoznačena steza,,430,375
1111251,Hrušica,2400,zahtevno brezpotje,,615,185
1111251,Hrušica,90,zelo zahtevna označena pot,Ferata Dobršnik,610,190
1113261,Jelendol (graščina Puterhof),420,lahka neoznačena steza,,762,38
1111387,Mislinja,2700,lahka označena pot,,598,200
1111748,Dom Lovsko športnega društva Vinska Gora,1500,lahka označena pot,,650,148
1112919,Mežica,2700,lahka neoznačena steza,po smučišču,495,297
1113348,Podljubelj,1200,lahka neoznačena steza,južna pot,658,132
1113348,Podljubelj,1320,lahka neoznačena steza,vzhodna pot,658,132
1111248,Jesenice (Ukova),1500,lahka označena pot,,600,184
1111248,Trg Toneta Čufarja (Jesenice),2100,lahka neoznačena steza,strma pot,580,204
1112880,Škalske Cirkovce,2100,lahka označena pot,Vodemla,615,165
1112880,Hrastovec,2700,lahka označena pot,Vodemla) (po grebenu,490,290
1113216,Škale,75,lahka označena pot,mimo Lovskega doma,410,368
1113216,Škalske Cirkovce,2700,lahka označena pot,po cesti,590,188
1111676,Jesenice (Straža),1500,lahka neoznačena steza,,560,206
1111676,Trebež (Jesenice),1800,lahka označena pot,po vzhodnem grebenu,590,176
1111676,Tomšičeva cesta (Jesenice),1500,lahka neoznačena steza,mimo Šporna,600,166
1112459,Poljana (Završnica),1500,delno zahtevna neoznačena pot,,640,120
1112478,Poljana (Završnica),2100,lahka neoznačena steza,,640,120
111884,Slovenske Konjice,70,zelo zahtevna označena pot,strma pot,333,417
111884,Slovenske Konjice,90,lahka označena pot,položna pot,333,417
111884,Žička kartuzija,60,lahka označena pot,,410,340
1111910,Murova (Jesenice),1500,lahka neoznačena steza,,590,160
1112802,Čadovlje pri Tržiču,2700,delno zahtevna neoznačena pot,Kušpergarjevi turni,580,170
1113345,Socka,70,lahka označena pot,nad Socko,322,426
1112484,Potoki,1800,lahka neoznačena steza,Soteska,570,154
1112809,Čadovlje pri Tržiču,2100,lahka označena pot,Dovžanova soteska) (lažja pot,580,140
1112809,Čadovlje pri Tržiču,2400,zahtevna označena pot,Dovžanova soteska) (težja pot,580,140
1112809,Čadovlje pri Tržiču,1500,lahka označena pot,Dovžanova soteska) (po cesti,580,140
1112619,Obrati Javornik (Slovenski Javornik),1800,lahka neoznačena steza,,550,161
1112609,Trebež (Jesenice),1500,lahka neoznačena steza,,590,120
1112517,Trg Toneta Čufarja (Jesenice),2400,zahtevno brezpotje,,580,120
111761,Zgornje Poljčane,60,lahka označena pot,čez Babo,360,338
111761,Zgornje Poljčane,60,lahka označena pot,po cesti,360,338
111761,Studenice,120,lahka označena pot,po cesti,260,438
111761,Studenice,130,lahka označena pot,po cesti in planinski poti,260,438
111761,Zgornja Kostrivnica,75,lahka označena pot,,297,401
111761,Zgornja Kostrivnica,75,lahka označena pot,mimo Koče Velikonočnice,297,401
111761,Makole,175,lahka označena pot,,255,443
1111921,Beli Potok pri Frankolovem,2700,lahka označena pot,,435,260
1112454,Trebež (Jesenice),1800,delno zahtevna neoznačena pot,po cesti,590,100
1113615,Žerjav,100,izjemno zahtevna označena pot,Ferata Mučevo - rdeča pot,530,160
1113615,Žerjav,3300,zelo zahtevna označena pot,Ferata Mučevo - modra pot,530,160
1111145,Draga (grobišče talcev),1500,lahka označena pot,,625,64
1112768,Poljana,2700,lahka označena pot,,447,227
1112768,Leše,1500,lahka označena pot,,530,144
1112376,Studenice,90,lahka označena pot,,260,395
1112376,Zgornje Poljčane,105,lahka označena pot,po cesti,270,385
1113567,Stari Grad (Šega),60,lahka neoznačena steza,Šuštarica,357,296
1111239,Prelaz Vrhe,90,lahka označena pot,,426,214
1111239,Rudijev dom na Donački gori,165,lahka označena pot,,590,50
1112367,Studenice,65,lahka označena pot,po cesti,260,370
1112367,Studenice,75,lahka označena pot,po cesti in planinski poti iz Makol,260,370
1112367,Zgornje Poljčane,85,lahka označena pot,po cesti,270,360
1113105,Poljana (Završnica),1500,lahka označena pot,krožna pot po trim stezi,640,-10
1113607,Vitanje,2400,lahka označena pot,,452,178
1112366,Studenice,60,lahka označena pot,po cesti,260,364
1112366,Studenice,70,lahka označena pot,po cesti in planinski poti iz Makol,260,364
1112366,Zgornje Poljčane,80,lahka označena pot,po cesti,270,354
1112366,Makole,120,lahka označena pot,,255,369
1113553,Žetale,120,lahka neoznačena steza,,326,269
1113553,Sveti Jurij,65,lahka neoznačena steza,,320,275
1113553,Rudijev dom na Donački gori,900,lahka neoznačena steza,,590,5
1113553,Brzika,75,lahka neoznačena steza,,380,215
1113553,Stoperce,95,lahka neoznačena steza,,294,301
1113553,Prelaz Vrhe,65,lahka neoznačena steza,,426,169
111838,Sveti Jurij,3000,lahka označena pot,,320,270
111838,Stoperce,80,lahka označena pot,,294,296
111838,Žetale,130,lahka označena pot,,326,264
111838,Prelaz Vrhe,75,lahka označena pot,,426,164
111838,Brzika,60,lahka označena pot,,380,210
1113067,Stari trg,85,lahka neoznačena steza,Sele,430,152
1111745,Vinska Gora,1800,izjemno zahtevna označena pot,plezalna pot,450,125
1111745,Vinska Gora,1800,lahka označena pot,lahka pot,450,125
1112322,Ponikva/Hotunje,165,lahka označena pot,mimo Sv. Uršule,275,300
1112322,Žička kartuzija,70,lahka označena pot,,410,165
1112322,Špitalič pri Slovenskih Konjicah,3000,lahka označena pot,,376,199
1112322,Žička kartuzija,70,lahka označena pot,čez razpotje Podgranček,410,165
1111922,Beli Potok pri Frankolovem,900,lahka označena pot,,435,120
111846,Hudi potok,300,lahka označena pot,,520,30
1112407,Zgornje Poljčane,65,lahka označena pot,prvi del poti čez Babo in po cesti,360,190
1112407,Zgornje Poljčane,70,lahka označena pot,po cesti,360,190
1112407,Zgornja Kostrivnica,2700,lahka označena pot,,297,253
1112291,Vitanje,1500,lahka neoznačena steza,,452,97
1112364,Studenice,120,lahka označena pot,,260,274
1112364,Zgornje Poljčane,140,lahka označena pot,,270,264
1112364,Cerovec pod Bočem,2700,lahka označena pot,po cesti,275,259
1113154,Zbelovo (podvoz pod železnico),2700,lahka označena pot,čez Marijine stopinje,264,269
1113154,Zbelovo (podvoz pod železnico),2700,lahka označena pot,,264,269
1113068,Stari trg,1200,lahka neoznačena steza,Grajski grič) (položna pot,430,100
1113068,Stari trg (Na klancu),900,lahka neoznačena steza,Grajski grič,511,19
1113068,Stari trg,900,lahka neoznačena steza,Grajski grič) (ob kapelicah križevega pota,430,100
111885,Slovenske Konjice,1800,lahka označena pot,,333,182
111885,Slovenske Konjice,1800,lahka označena pot,lažja pot,333,182
111847,Sveti Jurij,1800,lahka označena pot,,320,191
1113610,Vitanje,2400,lahka neoznačena steza,zgornja pot,452,53
1113610,Vitanje,1500,lahka neoznačena steza,spodnja pot,452,53
1112197,Lovnik,1800,lahka označena pot,,348,152
1112197,Dolga Gora,75,lahka označena pot,,297,203
1113606,Vitanje,300,lahka označena pot,Vitanje,452,20
1112321,Ponikva/Hotunje,90,lahka označena pot,,275,189
1112321,Dramlje,1800,lahka označena pot,,303,161
1112321,Dramlje,2700,lahka označena pot,čez Šedino,318,146
1113202,Vojnik,60,lahka označena pot,,286,158
1113202,Vojnik,1800,lahka neoznačena steza,direktna pot,286,158
1112906,Prevalje,300,lahka neoznačena steza,južna pot,409,26
1112906,Prevalje,360,lahka neoznačena steza,položna pot,409,26
1112906,Prevalje,300,lahka označena pot,strma pot,409,26
1113069,Stari trg,3300,lahka neoznačena steza,Sele,430,5
1112240,Zbelovo,900,lahka neoznačena steza,strma pot,267,133
1112240,Zbelovo,1020,lahka označena pot,po cesti,267,133
1113551,Žetale,900,lahka označena pot,Brezje nad Žetalami,326,56
1112356,Ponikva/Hotunje,2700,lahka označena pot,,275,55
1112354,Ponikva/Hotunje,120,lahka označena pot,Dramlje) (mimo Sv. Uršule,275,52
1112354,Dramlje,300,lahka označena pot,Dramlje,318,9
1112319,Studenice,1800,lahka označena pot,po samostanski učni poti,260,55
1112319,Zgornje Poljčane,3300,lahka označena pot,,270,45
1112319,Studenice,600,lahka označena pot,direktno na grad,260,55
1112350,Ponikva/Hotunje,110,lahka označena pot,Spodnje Dramlje) (mimo Sv. Uršule,275,29
1112350,Dramlje,600,lahka označena pot,Spodnje Dramlje,318,-14
1112357,Ponikva/Hotunje,180,lahka označena pot,mimo Sv. Uršule in skozi Dramlje,275,15
2316,V Koncu,270,lahka označena pot,čez Streho,900,1658
2316,Suhadolnik,285,zahtevna označena pot,čez Streho,901,1657
2316,V Koncu,330,zelo zahtevna označena pot,čez Kokrsko in Mlinarsko sedlo,900,1658
2316,Ravenska Kočna,315,zelo zahtevna označena pot,mimo žičnice in po Frischaufovi poti,1000,1558
2316,Ravenska Kočna,315,zelo zahtevna označena pot,mimo žičnice in po Kremžarjevi poti,1000,1558
2316,Suhadolnik,345,zelo zahtevna označena pot,čez Kokrsko in Mlinarsko sedlo,901,1657
2316,V  Koncu,315,zelo zahtevna neoznačena steza,čez Gamsov skret,900,1658
2316,Ravenska Kočna,345,izjemno zahtevna označena pot,po ferati in Frischaufovi poti,1000,1558
2316,V Koncu,300,zelo zahtevno brezpotje,čez Dolge stene,900,1658
2316,Ravenska Kočna,345,izjemno zahtevna označena pot,po ferati in Kremžarjevi poti,1000,1558
2316,Ravenska Kočna,320,zelo zahtevna označena pot,umik Žrela in po Frischaufovi poti,1000,1558
2316,Ravenska Kočna,330,zelo zahtevna označena pot,čez Štularjevo planino in po Kremžarjevi poti,980,1578
2316,Ravenska Kočna,330,zelo zahtevna označena pot,čez Štularjevo planino in po Frischaufovi poti,980,1578
2316,Ravenska Kočna,320,zelo zahtevna označena pot,umik Žrela in po Kremžarjevi poti,1000,1558
2325,Ravenska Kočna,300,zelo zahtevna označena pot,mimo žičnice in po Kremžarjevi poti,1000,1540
